proposed_horizon,category,description,mention_count,github_refs,status,status_notes,type,size,source_rows
done,Data-Management,"Importing Taxa lists, Data processed externally, Captures (public HTTP urls)",2,PR#203(MERGED); #864(CLOSED); #745(CLOSED); #622(CLOSED); PR#838(MERGED); PR#292(MERGED); #998(CLOSED); #796(CLOSED); #393(CLOSED); #774(CLOSED),completed,"3 merged PR(s): #203, #838, #292; 7 closed: #864, #745",feature,M,"341, 650"
done,Data-Management,Develop a formula to extract year (YEAR function) from the date in column A to fill column C (Example Row),1,PR#809(MERGED); PR#1105(MERGED); PR#643(MERGED); PR#1055(MERGED); PR#1048(MERGED); PR#905(MERGED); PR#829(MERGED); PR#781(MERGED); PR#778(MERGED); PR#756(MERGED),completed,"10 merged PR(s): #809, #1105, #643",improvement,XS,64
done,Data-Management,Daily morning SD cards collection of the entocam,1,PR#584(MERGED); PR#895(MERGED); PR#896(MERGED); PR#800(MERGED); PR#598(MERGED); PR#222(MERGED); #639(OPEN); #548(CLOSED); PR#1043(MERGED); #650(CLOSED),completed,1 merged PR(s): #584,documentation,XS,196
done,Data-Management,Reinstall them,1,PR#1060(MERGED); PR#1046(MERGED); PR#891(MERGED); PR#645(MERGED); PR#554(MERGED); PR#306(MERGED); PR#190(MERGED); #1072(CLOSED); #963(CLOSED); #874(CLOSED),completed,"7 merged PR(s): #1060, #1046, #891; 3 closed: #1072, #963",documentation,XS,203
done,Data-Management,Script to fix date offsets,1,PR#809(MERGED); PR#781(MERGED); PR#1105(MERGED); PR#643(MERGED); PR#778(MERGED); PR#652(MERGED); PR#1055(MERGED); PR#1048(MERGED); PR#905(MERGED); PR#829(MERGED),completed,"10 merged PR(s): #809, #781, #1105",improvement,S,230
done,Data-Management,Deleting occurrences,1,PR#613(MERGED); #846(CLOSED); PR#250(MERGED); #428(CLOSED); PR#573(MERGED); PR#608(MERGED); #209(CLOSED); #682(CLOSED); PR#861(MERGED); #865(OPEN),completed,"3 merged PR(s): #613, #250, #573; 2 closed: #846, #428",feature,S,432
done,Data-Management,Allow ability to delete deployments,1,PR#271(MERGED); PR#331(MERGED); PR#281(MERGED); PR#573(MERGED); #789(CLOSED); #977(OPEN); #413(OPEN); #446(OPEN); #400(CLOSED); PR#690(MERGED),completed,"4 merged PR(s): #271, #331, #281; 1 closed: #789",feature,S,566
done,DevEx,Multiple environments and auto deployment,1,#400(CLOSED); #196(CLOSED); PR#1009(MERGED); #931(CLOSED),completed,1 closed: #400,feature,XL,758
done,Export/Interop,Integration of final data into iNaturalist & GBIF,1,#217(CLOSED),completed,Resolved and closed in #217,feature,L,480
done,Export/Interop,Integrate with iNaturalist for direct upload and validation of identified species,1,#217(CLOSED),completed,Resolved and closed in #217,feature,L,610
done,Infrastructure,Data Uploader Tool (Desktop app to abstract S3 uploads / sync from SD cards),3,PR#987(MERGED); #1123(OPEN); PR#231(MERGED); PR#76(MERGED); PR#79(MERGED); PR#146(MERGED); PR#201(MERGED); #640(CLOSED); #593(OPEN); #259(CLOSED),completed,1 merged PR(s): #987,feature,L,"340, 392, 745"
done,Infrastructure,Automated backups (object storage backups),2,#685(CLOSED),completed,1 closed: #685,feature,M,"361, 757"
done,Infrastructure,Processing v2 & backend cleanup,1,PR#987(MERGED); PR#1109(MERGED); PR#1125(MERGED); #1112(OPEN); PR#1113(MERGED); #1123(OPEN); #1111(OPEN); #1085(OPEN); #1084(CLOSED); #515(OPEN),completed,"2 merged PR(s): #987, #1109",improvement,L,160
done,Infrastructure,Improving stability (implement processing v2),1,PR#987(MERGED); PR#1109(MERGED); PR#1113(MERGED); #1112(OPEN); PR#1125(MERGED); #1123(OPEN); #1111(OPEN); #1085(OPEN); #1084(CLOSED); #1122(OPEN),completed,"2 merged PR(s): #987, #1109",improvement,L,162
done,Infrastructure,Develop a Data Uploader Tool (starting with CLI version),1,#640(CLOSED); #455(OPEN); #477(OPEN); PR#281(MERGED); #1061(OPEN); PR#943(MERGED); #456(OPEN); PR#987(MERGED); PR#522(MERGED); #1122(OPEN),completed,1 closed: #640,feature,L,312
done,Infrastructure,Move UI kit back to Antenna repo (to reduce complexity),1,PR#161(MERGED),completed,1 merged PR(s): #161,improvement,S,324
done,Infrastructure,Scripts for sampling & uploading data,1,#640(CLOSED); #455(OPEN); #477(OPEN); PR#281(MERGED); #1061(OPEN); PR#943(MERGED); #456(OPEN); PR#987(MERGED); PR#522(MERGED); #1122(OPEN),completed,1 closed: #640,feature,S,425
done,Infrastructure,AMI Data Companion (for processing batch data offline),1,PR#987(MERGED); #1123(OPEN); #259(CLOSED); PR#146(MERGED); PR#266(MERGED); #640(CLOSED); #676(CLOSED); PR#688(MERGED); PR#201(MERGED); PR#79(MERGED),completed,1 merged PR(s): #987,feature,XL,486
done,Infrastructure,Fix challenges with uploading large batches of images due to interface limitations,1,#640(CLOSED); PR#281(MERGED); #1061(OPEN); #477(OPEN); #455(OPEN); PR#943(MERGED); #456(OPEN); PR#522(MERGED); #904(OPEN); PR#1062(MERGED),completed,1 closed: #640,bug,M,600
done,Infrastructure,Increase file size limit for uploaded images,1,#640(CLOSED); PR#281(MERGED); #1061(OPEN); #477(OPEN); #455(OPEN); PR#943(MERGED); #456(OPEN); PR#522(MERGED); #1122(OPEN); #904(OPEN),completed,1 closed: #640,feature,S,606
done,Infrastructure,Abstracting object store and allowing more uploading from UI and Desktop client,1,#640(CLOSED); PR#943(MERGED); PR#281(MERGED); #1061(OPEN); #477(OPEN); #455(OPEN); PR#522(MERGED); #1122(OPEN); #456(OPEN); #904(OPEN),completed,1 closed: #640,feature,L,631
done,Infrastructure,Distributed data processing (hosting & serving models with multiple workers),1,PR#987(MERGED); PR#1109(MERGED); #1111(OPEN); #1112(OPEN); PR#1125(MERGED); PR#1113(MERGED); #1123(OPEN); #1085(OPEN); #1084(CLOSED); #515(OPEN),completed,"2 merged PR(s): #987, #1109",feature,XL,635
done,Infrastructure,Processing v2: Move to a distributed task system,1,PR#987(MERGED); PR#1109(MERGED); #1084(CLOSED); #1112(OPEN); PR#1125(MERGED); PR#1113(MERGED); #1123(OPEN); #1111(OPEN); #1085(OPEN); #515(OPEN),completed,"2 merged PR(s): #987, #1109",feature,XL,735
done,Infrastructure,Data Uploader (easier data import/desktop application),1,PR#292(MERGED); PR#227(MERGED); #259(CLOSED); PR#838(MERGED); PR#943(MERGED); PR#281(MERGED); #477(OPEN); PR#987(MERGED); PR#853(MERGED); PR#522(MERGED),completed,"4 merged PR(s): #292, #227, #838; 1 closed: #259",feature,L,798
done,ML/AI,Generalized pipeline - General insect detector & Global moth classifier,5,PR#815(MERGED); PR#798(MERGED); #992(OPEN); PR#1046(MERGED); PR#837(MERGED); PR#818(MERGED); PR#814(MERGED); PR#719(MERGED); PR#374(MERGED); PR#484(OPEN),completed,Implemented in PR #815,feature,XL,"333, 638, 740, 801, 839"
done,ML/AI,Predict to order level only by default?,2,PR#712(MERGED); #412(OPEN),completed,Implemented in PR #712,improvement,M,"417, 739"
done,ML/AI,Support for Costa Rica and Singapore regions/models,1,PR#962(MERGED); #469(OPEN); #517(CLOSED); PR#917(MERGED); PR#821(MERGED); PR#818(MERGED); PR#195(MERGED); #412(OPEN),completed,Implemented in PR #962,feature,L,81
done,ML/AI,Reprocessing of same objects,1,PR#719(MERGED); PR#984(CLOSED); PR#718(CLOSED); PR#706(CLOSED); PR#1053(MERGED); PR#954(MERGED); PR#451(OPEN),completed,Implemented in PR #719,feature,M,89
done,ML/AI,Clustering,1,PR#818(MERGED); #774(CLOSED); PR#859(MERGED); PR#849(MERGED); PR#845(OPEN); PR#832(OPEN); #775(OPEN); #846(CLOSED); #827(CLOSED); PR#293(MERGED),completed,Implemented in PR #818,feature,M,279
done,ML/AI,Cluster detections within the same family,1,PR#818(MERGED); PR#859(MERGED); #846(CLOSED); #774(CLOSED); #1093(OPEN); PR#1045(OPEN); #992(OPEN); PR#1091(MERGED); PR#1046(MERGED); PR#815(MERGED),completed,Implemented in PR #818,feature,M,397
done,ML/AI,"Post processing filters: Blurriness, darkness, brightness (evaluating the image quality)",1,PR#849(MERGED); PR#999(OPEN); PR#954(MERGED); PR#890(OPEN); PR#957(CLOSED),completed,Implemented in PR #849,feature,M,405
done,ML/AI,Class masking & global model - then generate rank classifications as additional classifications,1,PR#573(MERGED); PR#999(OPEN); #952(OPEN); #915(OPEN); #857(OPEN); PR#815(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED),completed,Implemented in PR #573,feature,L,426
done,ML/AI,Missing Not Identifiable class in OOD environment,1,PR#842(MERGED); #811(CLOSED); PR#888(MERGED); PR#840(MERGED); PR#814(MERGED); PR#845(OPEN); PR#984(CLOSED); #827(CLOSED),completed,Implemented in PR #842,bug,S,443
done,ML/AI,"Many to many, storing feature embedding, etc.",1,PR#821(MERGED); PR#807(MERGED); #752(CLOSED); PR#1050(OPEN); PR#818(MERGED); PR#670(MERGED); #875(OPEN); PR#845(OPEN); PR#816(OPEN); PR#707(OPEN),completed,Implemented in PR #821,research,M,473
done,ML/AI,Continue to maintain and enhance automated detection and classification,1,PR#815(MERGED); #628(CLOSED); PR#837(MERGED); PR#818(MERGED); PR#814(MERGED); PR#798(MERGED); PR#374(MERGED); #774(CLOSED); #752(CLOSED); #220(CLOSED),completed,Implemented in PR #815,improvement,XL,527
done,ML/AI,Clustering for labeling (vector search backend),1,PR#818(MERGED); #846(CLOSED); #774(CLOSED); #827(CLOSED); PR#859(MERGED); PR#849(MERGED); PR#845(OPEN); PR#832(OPEN); #775(OPEN); PR#185(MERGED),completed,Implemented in PR #818,feature,L,664
done,Permissions/Auth,Feature: Configure members for a project is partially implemented,4,PR#1004(MERGED),completed,Implemented in PR #1004,feature,M,"347, 673, 691, 730"
done,Permissions/Auth,Private vs. Public projects. Fix permission boundaries.,1,PR#277(MERGED),completed,Implemented in PR #277,feature,M,96
done,Permissions/Auth,Setting some projects to drafts,1,PR#1012(MERGED); PR#1004(MERGED),completed,"Implemented across multiple PRs: #1012, #1004",feature,XS,134
done,Permissions/Auth,Roles (Not only a permissions feature but a way to organize and simplify the interface for different types of users),1,PR#277(MERGED),completed,Implemented in PR #277,feature,L,181
done,Permissions/Auth,Add is_staff to each user,1,PR#235(MERGED); PR#449(MERGED),completed,"Implemented across multiple PRs: #235, #449",feature,XS,194
done,Permissions/Auth,Project & Team Management (UI & API for managing user roles),1,PR#727(CLOSED),completed,Resolved and closed in #727,feature,L,795
done,Permissions/Auth,Unstable Functions (password reset/sign-up disabled),1,PR#526(MERGED),completed,Implemented in PR #526,bug,M,813
done,Research,LoRAs for regional models,1,PR#962(MERGED); #469(OPEN); #517(CLOSED); PR#608(MERGED); PR#453(MERGED); PR#630(OPEN); #412(OPEN); #272(OPEN),completed,Implemented in PR #962,research,L,186
done,Research,What steps can we take to improve the classifiers over the coming years?,1,PR#613(MERGED); PR#574(MERGED); PR#607(CLOSED); #952(OPEN); #857(OPEN); PR#815(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED),completed,Implemented in PR #613,research,M,465
done,Research,Concern about accuracy of species detection/classification,1,PR#815(MERGED); #628(CLOSED); PR#837(MERGED); PR#818(MERGED); PR#814(MERGED); PR#798(MERGED); PR#374(MERGED); #774(CLOSED); #752(CLOSED); #220(CLOSED),completed,Implemented in PR #815,research,XS,525
done,Taxonomy,Features for grouping & filtering species lists,1,PR#850(MERGED),completed,Implemented in PR #850,feature,M,253
done,Taxonomy,Importing for Taxonomy (bulk import to assign to lists),1,#622(CLOSED),completed,Resolved and closed in #622,feature,M,848
done,UI/UX,Misc. UI gaps: More obvious interlinking between occurrence and session detail,4,#651(CLOSED); PR#794(MERGED); #791(CLOSED); #443(CLOSED); PR#692(MERGED),completed,Completed in #651,improvement,S,"349, 651, 772, 856"
done,UI/UX,Hovering toolbar in the session detail per occurrence?,3,#651(CLOSED); PR#794(MERGED); #791(CLOSED); #443(CLOSED); #585(CLOSED),completed,Completed in #651,feature,M,"352, 775, 860"
done,UI/UX,Size filter,2,PR#1031(MERGED),completed,Completed in #1031,feature,S,"216, 444"
done,UI/UX,Link to filter taxa by parent (from taxa detail view)?,2,PR#856(MERGED); PR#951(MERGED); PR#851(MERGED); PR#578(MERGED); PR#830(MERGED),completed,Completed in #856,feature,S,"226, 453"
done,UI/UX,Add verification features to gallery view,2,PR#785(MERGED); PR#841(MERGED); PR#643(MERGED),completed,Completed in #785,feature,M,"227, 454"
done,UI/UX,Make taxa detail page,2,#485(CLOSED),completed,Completed in #485,feature,M,"232, 459"
done,UI/UX,Fix incorrect date display for all occurrences,2,PR#214(MERGED); PR#126(MERGED),completed,Completed in #214,bug,S,"558, 559"
done,UI/UX,Knowing what's been processed (images uploaded/in a project/collection),2,PR#961(MERGED); #680(CLOSED),completed,Completed in #961,feature,M,"791, 843"
done,UI/UX,Knowing what's been verified (progress bar reflection),2,PR#841(MERGED),completed,Completed in #841,feature,M,"792, 844"
done,UI/UX,Bulk agree option for annotation,1,PR#841(MERGED); PR#460(MERGED),completed,Completed in #841,feature,S,2
done,UI/UX,UI for faster verification,1,PR#841(MERGED); PR#785(MERGED); PR#460(MERGED),completed,Completed in #841,improvement,M,3
done,UI/UX,Automatically hide vetted items as user proceeds,1,PR#841(MERGED),completed,Completed in #841,feature,S,5
done,UI/UX,Filtering by species/genus/taco level with children levels (already in place),1,PR#951(MERGED); PR#856(MERGED); PR#851(MERGED); PR#830(MERGED),completed,Completed in #951,documentation,XS,6
done,UI/UX,Determine where users can type in a species name for search/filtering,1,PR#951(MERGED); PR#856(MERGED); PR#851(MERGED); PR#830(MERGED); PR#578(MERGED),completed,Completed in #951,design,S,8
done,UI/UX,Ability to validate both low-confidence and high-confidence predictions,1,PR#841(MERGED),completed,Completed in #841,feature,S,55
done,UI/UX,Display multiple labels in a suggest ID section for re-identification,1,PR#841(MERGED); PR#460(MERGED),completed,Completed in #841,feature,S,69
done,UI/UX,Collaborative identification or validation,1,PR#841(MERGED); PR#785(MERGED); PR#460(MERGED),completed,Completed in #841,feature,L,86
done,UI/UX,Ability to share links to occurrences sessions or summaries,1,PR#794(MERGED); #791(CLOSED); #651(CLOSED); #443(CLOSED),completed,Completed in #794,feature,S,90
done,UI/UX,Filtering based on model used (session view occurrence view),1,PR#185(MERGED); PR#794(MERGED); #443(CLOSED); #791(CLOSED); #651(CLOSED),completed,Completed in #185,feature,S,100
done,UI/UX,Selection of device site etc. in Deployment,1,PR#333(MERGED),completed,Completed in #333,improvement,S,102
done,UI/UX,Identification view (Supports multiple users keeps track of history allows for bulk ID or ID to coarser labels),1,PR#841(MERGED); PR#460(MERGED),completed,Completed in #841,feature,L,179
done,UI/UX,Ability to share URLs (Deep links to single session captures or directions from a specific taxon group),1,PR#195(MERGED),completed,Completed in #195,feature,S,180
done,UI/UX,Expose more features for user to manage species list and view charts (MVP for March),1,PR#580(MERGED); PR#577(MERGED),completed,Completed in #580,feature,M,245
done,UI/UX,New filter: Show occurrences where there is any disagreement (between models or humans),1,PR#840(MERGED),completed,Completed in #840,feature,S,259
done,UI/UX,See what captures has been processed and not (Missing data about this),1,PR#961(MERGED),completed,Completed in #961,feature,M,295
done,UI/UX,"Add new frontend views like ""My projects"" and show multiple suggestions per classification",1,PR#741(MERGED),completed,Completed in #741,feature,M,317
done,UI/UX,Filter for confidence in Taxa view,1,PR#856(MERGED); PR#951(MERGED); PR#851(MERGED); PR#578(MERGED); PR#830(MERGED),completed,Completed in #856,feature,S,421
done,UI/UX,Show the Site & Device as columns in Station list view,1,PR#333(MERGED),completed,Completed in #333,feature,XS,434
done,UI/UX,Update filter of taxa best confidence to allow None (filter out unobserved species with score of None),1,PR#856(MERGED); PR#851(MERGED); PR#951(MERGED),completed,Completed in #856,feature,S,436
done,UI/UX,Put cursor in taxon search field after clicking the magnifying glass,1,PR#951(MERGED); PR#856(MERGED); PR#851(MERGED); PR#255(MERGED),completed,Completed in #951,bug,XS,438
done,UI/UX,Interactive tool to manually annotate or correct detections,1,PR#214(MERGED); PR#126(MERGED),completed,Completed in #214,feature,L,526
done,UI/UX,Fix lack of specific field validation errors when creating deployment,1,#400(CLOSED),completed,Completed in #400,bug,M,562
done,UI/UX,Fix difficulty in saving deployment without changing a field,1,PR#1074(MERGED),completed,Completed in #1074,bug,S,568
done,UI/UX,Show all detections regardless of score threshold,1,PR#214(MERGED); PR#126(MERGED),completed,Completed in #214,feature,S,570
done,UI/UX,Fix missing user name in detail view of identification history,1,PR#841(MERGED); PR#785(MERGED),completed,Completed in #841,bug,XS,588
done,UI/UX,Use clearer link text for viewing source image,1,PR#300(MERGED); PR#1031(MERGED),completed,Completed in #300,improvement,XS,590
done,UI/UX,Uncertainty about expected image upload count,1,PR#961(MERGED),completed,Completed in #961,improvement,XS,591
done,UI/UX,Implement auto-refresh after processing single image,1,PR#961(MERGED); #901(CLOSED),completed,Completed in #961,feature,S,596
done,UI/UX,Continue to maintain clear indication of image upload status,1,PR#961(MERGED),completed,Completed in #961,improvement,S,603
done,UI/UX,Clarify header image upload during deployment creation,1,#789(CLOSED); #314(CLOSED),completed,Completed in #789,improvement,XS,604
done,UI/UX,Continue to maintain the manual upload feature for images,1,PR#961(MERGED),completed,Completed in #961,improvement,S,608
done,UI/UX,Manually edit bounding box annotations for detections,1,PR#214(MERGED); PR#126(MERGED),completed,Completed in #214,feature,M,666
done,UI/UX,Post processing UI,1,PR#849(MERGED),completed,Completed in #849,feature,L,675
done,UI/UX,Cover image fields,1,PR#300(MERGED); PR#187(MERGED); PR#1058(MERGED),completed,Completed in #300,feature,XS,713
done,UI/UX,Separate image uploading from first two steps during deployment registration,1,#789(CLOSED),completed,Completed in #789,improvement,S,752
done,UI/UX,Being able to click the save after uploading sample capture images,1,PR#961(MERGED),completed,Completed in #961,bug,XS,754
done,UI/UX,Add deployment count column to Device Types list,1,PR#333(MERGED),completed,Completed in #333,feature,XS,778
done,UI/UX,Knowing What's Processed (progress bar/how many images processed),1,PR#961(MERGED),completed,Completed in #961,feature,M,804
done,UI/UX,UI Gaps/Fixes (consistent saving/quick buttons/show best detection image),1,PR#1058(MERGED),completed,Completed in #1058,improvement,M,812
